,Title,URL
364,Just Glide,/game/switch/just-glide
365,Arcade Archives: XX Mission,/game/switch/arcade-archives-xx-mission
366,Strike! Ten Pin Bowling,/game/switch/strike!-ten-pin-bowling
367,Soccer: Tactics &amp; Glory,/game/switch/soccer-tactics-glory
368,"Football, Tactics &amp; Glory",/game/switch/football-tactics-glory
369,Psikyo Shooting Stars Alpha,/game/switch/psikyo-shooting-stars-alpha
370,Ember,/game/switch/ember
371,Caveman Chuck,/game/switch/caveman-chuck
372,The Walking Dead: Season Two - A Telltale Games Series,/game/switch/the-walking-dead-season-two---a-telltale-games-series
373,The Walking Dead: The Telltale Series - A New Frontier,/game/switch/the-walking-dead-the-telltale-series---a-new-frontier
374,Refreshing Sideways Puzzle Ghost Hammer,/game/switch/refreshing-sideways-puzzle-ghost-hammer
375,It's Raining Fists and Metal,/game/switch/its-raining-fists-and-metal
376,Refreshing Sideways Puzzle Ghost Hammer,/game/switch/refreshing-sideways-puzzle-ghost-hammer
377,Vitamin Connection,/game/switch/vitamin-connection
378,Tokyo Mirage Sessions #FE Encore,/game/switch/tokyo-mirage-sessions-fe-encore
379,Red Bow,/game/switch/red-bow
380,So Many Me: Extended Edition,/game/switch/so-many-me-extended-edition
381,Spider Solitaire,/game/switch/spider-solitaire
382,Lydia,/game/switch/lydia
383,Super Crush K.O.,/game/switch/super-crush-ko
384,To the Moon,/game/switch/to-the-moon
385,Arcade Archives: Bells &amp; Whistles,/game/switch/arcade-archives-bells-whistles
386,Maitetsu: Pure Station,/game/switch/maitetsu-pure-station
387,SELF,/game/switch/self
388,"Sorry, James",/game/switch/sorry-james
389,Anime Studio Story,/game/switch/anime-studio-story
390,Seek Hearts,/game/switch/seek-hearts
391,Dreamwalker: Never Fall Asleep,/game/switch/dreamwalker-never-fall-asleep
392,Doggie Ninja The Burning Strikers,/game/switch/doggie-ninja-the-burning-strikers
393,Stories Untold,/game/switch/stories-untold
394,Jurassic Excite,/game/switch/jurassic-excite
395,Witch &amp; Hero 2,/game/switch/witch-hero-2
396,Without Escape,/game/switch/without-escape
397,Where Angels Cry: Tears Of The Fallen,/game/switch/where-angels-cry-tears-of-the-fallen
398,Demolish &amp; Build 2018,/game/switch/demolish-build-2018
399,Planetary Defense Force,/game/switch/planetary-defense-force
400,Puzzle &amp; Dragons Gold,/game/switch/puzzle-dragons-gold
401,Atelier Dusk Trilogy Deluxe Pack,/game/switch/atelier-dusk-trilogy-deluxe-pack
402,Super Mega Space Blaster Special Turbo,/game/switch/super-mega-space-blaster-special-turbo
403,Atelier Ayesha: The Alchemist of Dusk DX,/game/switch/atelier-ayesha-the-alchemist-of-dusk-dx
404,Atelier Escha &amp; Logy: Alchemists of the Dusk Sky DX,/game/switch/atelier-escha-logy-alchemists-of-the-dusk-sky-dx
405,Atelier Shallie: Alchemists of the Dusk Sea DX,/game/switch/atelier-shallie-alchemists-of-the-dusk-sea-dx
406,Squidlit,/game/switch/squidlit
407,Snooker 19: Challenge Pack,/game/switch/snooker-19-challenge-pack
408,CRAYON SHINCHAN The Storm Called FLAMING KASUKABE RUNNER!!,/game/switch/crayon-shinchan-the-storm-called-flaming-kasukabe-runner!!
409,Dungeon Shooting,/game/switch/dungeon-shooting
410,The Station,/game/switch/the-station
411,Curious Cases,/game/switch/curious-cases
412,Robots under attack!,/game/switch/robots-under-attack!
413,Jump Gunners,/game/switch/jump-gunners
414,Aborigenus,/game/switch/aborigenus
415,Technosphere,/game/switch/technosphere
416,Drunk-Fu: Wasted Masters,/game/switch/drunk-fu-wasted-masters
417,Extreme Trucks Simulator,/game/switch/extreme-trucks-simulator
418,THOTH,/game/switch/thoth
419,140,/game/switch/140
420,Sir Eatsalot,/game/switch/sir-eatsalot
421,Arcade Archives: Exerion,/game/switch/arcade-archives-exerion
422,Sea King Hunter,/game/switch/sea-king-hunter
423,Nicky - The Home Alone Golf Ball,/game/switch/nicky---the-home-alone-golf-ball
424,Blackmoor 2,/game/switch/blackmoor-2
425,Ultimate Racing 2D,/game/switch/ultimate-racing-2d
426,Invisible Fist,/game/switch/invisible-fist
427,Dr. Kawashima's Brain Training for Nintendo Switch,/game/switch/dr-kawashimas-brain-training-for-nintendo-switch
428,Link-a-Pix DELUXE,/game/switch/link-a-pix-deluxe
429,Arcade Archives: Penguin-Kun Wars,/game/switch/arcade-archives-penguin-kun-wars
430,BATTOJUTSU,/game/switch/battojutsu
431,Arcade Archives: Vs. Balloon Fight,/game/switch/arcade-archives-vs-balloon-fight
